order_id,customer_id,product_id,order_timestamp,quantity,unit_price,discount_pct,status,updated_at,pipeline_run_id,staged_at_utc,first_name,last_name,email,city,customer_tier,created_at,updated_at_cust,pipeline_run_id_cust,staged_at_utc_cust,_merge_cust,name,brand,unit_price_prod,active,updated_at_prod,category.name,category.department,pipeline_run_id_prod,staged_at_utc_prod,_merge_prod,quarantine_reason
O0035004,C01978,P0078,2025-09-21 12:55:00+00:00,1,761.83,0.15,SHIPPED,2025-09-23 09:55:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,Xavier,Tan,xavier.tan1978@example.com,Pasay,Silver,2023-01-24T00:00:00+00:00,2025-08-09 07:42:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,both,,,,,,,,,,left_only,Orphan reference: Missing customer or product
O0047611,C00734,P0078,2025-09-23 18:15:00+00:00,7,393.72,0.05,SHIPPED,2025-09-25 23:15:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,Marco,Navarro,marco.navarro734@example.com,Pasay,Bronze,2023-03-20T00:00:00+00:00,2024-09-12 16:41:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,both,,,,,,,,,,left_only,Orphan reference: Missing customer or product
O0013057,C00929,P0078,2025-09-24 14:52:00+00:00,8,834.18,0.0,DELIVERED,2025-09-26 18:52:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,Ana,Bautista,ana.bautista929@example.com,Pasay,Silver,2023-09-30T00:00:00+00:00,2025-12-21 11:49:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,both,,,,,,,,,,left_only,Orphan reference: Missing customer or product
O0041524,C02885,P0078,2025-10-12 16:41:00+00:00,8,281.64,0.05,PENDING,2025-10-14 05:41:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,Zoe,Navarro,zoe.navarro2885@example.com,Marikina,Silver,2023-07-06T00:00:00+00:00,2024-12-20 04:55:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,both,,,,,,,,,,left_only,Orphan reference: Missing customer or product
O0043918,C02641,P0078,2025-10-13 20:59:00+00:00,2,695.55,0.0,PENDING,2025-10-15 19:59:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,Ivan,Lim,ivan.lim2641@example.com,Mandaluyong,Bronze,2023-07-12T00:00:00+00:00,2024-05-09 09:32:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,both,,,,,,,,,,left_only,Orphan reference: Missing customer or product
O0004609,C00407,P0078,2025-10-13 14:01:00+00:00,6,247.87,0.0,CANCELLED,2025-10-16 08:01:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,Queenie,Lim,queenie.lim407@example.com,Taguig,Platinum,2023-09-09T00:00:00+00:00,2025-09-05 17:21:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,both,,,,,,,,,,left_only,Orphan reference: Missing customer or product
O0008636,C02402,P0078,2025-10-21 18:44:00+00:00,5,952.6,0.0,DELIVERED,2025-10-23 03:44:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,Ben,Lim,ben.lim2402@example.com,Marikina,Gold,2023-06-19T00:00:00+00:00,2025-11-06 23:15:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,both,,,,,,,,,,left_only,Orphan reference: Missing customer or product
O0018747,C02077,P0078,2025-10-26 16:33:00+00:00,3,818.88,0.0,DELIVERED,2025-10-27 19:33:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,Carla,Flores,carla.flores2077@example.com,Parañaque,Gold,2023-04-10T00:00:00+00:00,2025-02-15 05:41:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,both,,,,,,,,,,left_only,Orphan reference: Missing customer or product
O0012575,C02624,P0078,2025-10-30 06:40:00+00:00,2,680.63,0.0,CANCELLED,2025-11-01 03:40:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,Tomas,Cruz,tomas.cruz2624@example.com,Manila,Bronze,2023-08-20T00:00:00+00:00,2025-04-20 07:07:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,both,,,,,,,,,,left_only,Orphan reference: Missing customer or product
O0029645,C00638,P0078,2025-11-04 17:29:00+00:00,5,510.97,0.15,DELIVERED,2025-11-07 06:29:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,Nina,Santos,nina.santos638@example.com,Caloocan,Bronze,2023-04-19T00:00:00+00:00,2026-02-17 12:00:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,both,,,,,,,,,,left_only,Orphan reference: Missing customer or product
O0007090,C00395,P0078,2025-11-07 22:51:00+00:00,8,294.14,0.15,DELIVERED,2025-11-10 06:51:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,Julia,Navarro,julia.navarro395@example.com,Marikina,Bronze,2023-09-12T00:00:00+00:00,2024-08-21 11:42:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,both,,,,,,,,,,left_only,Orphan reference: Missing customer or product
O0046857,C01458,P0078,2025-11-25 13:25:00+00:00,6,664.2,0.0,SHIPPED,2025-11-28 07:25:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,Wendy,Cruz,wendy.cruz1458@example.com,Taguig,Gold,2023-01-02T00:00:00+00:00,2024-01-09 15:10:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,both,,,,,,,,,,left_only,Orphan reference: Missing customer or product
O0021420,C01826,P0078,2025-12-05 13:19:00+00:00,7,755.23,0.15,PENDING,2025-12-07 23:19:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,Diego,Cruz,diego.cruz1826@example.com,Parañaque,Bronze,2023-03-30T00:00:00+00:00,2024-08-12 17:47:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,both,,,,,,,,,,left_only,Orphan reference: Missing customer or product
O0016361,C00104,P0078,2025-12-15 04:40:00+00:00,6,541.7,0.1,DELIVERED,2025-12-16 00:40:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,Hannah,Bautista,hannah.bautista104@example.com,Pasig,Silver,2023-06-23T00:00:00+00:00,2024-03-02 17:26:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,both,,,,,,,,,,left_only,Orphan reference: Missing customer or product
O0003334,C02952,P9999,2025-12-15 13:19:00+00:00,7,10488.44,0.15,PENDING,2025-12-16 17:19:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,Lara,Flores,lara.flores2952@example.com,Mandaluyong,Bronze,2023-01-08T00:00:00+00:00,2025-07-01 23:37:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,both,,,,,,,,,,left_only,Orphan reference: Missing customer or product
O0012009,C02255,P0078,2025-12-16 19:22:00+00:00,3,980.18,0.0,DELIVERED,2025-12-17 21:22:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,Victor,Garcia,victor.garcia2255@example.com,Marikina,Gold,2023-03-26T00:00:00+00:00,2025-03-30 16:54:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,both,,,,,,,,,,left_only,Orphan reference: Missing customer or product
O0004901,C02858,P0078,2026-01-12 00:38:00+00:00,6,582.85,0.0,PENDING,2026-01-12 22:38:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,Julia,Diaz,julia.diaz2858@example.com,Pasig,Bronze,2023-05-15T00:00:00+00:00,2025-12-11 04:39:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,both,,,,,,,,,,left_only,Orphan reference: Missing customer or product
O0044558,C00510,P0078,2026-01-11 19:10:00+00:00,7,973.89,0.0,CANCELLED,2026-01-14 09:10:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,Hannah,Lim,hannah.lim510@example.com,Manila,Bronze,2023-02-16T00:00:00+00:00,2025-02-14 11:06:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,both,,,,,,,,,,left_only,Orphan reference: Missing customer or product
O0033662,C01375,P0078,2026-01-27 20:41:00+00:00,2,555.85,0.05,PENDING,2026-01-28 16:41:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,Marco,Fernandez,marco.fernandez1375@example.com,Parañaque,Platinum,2023-10-03T00:00:00+00:00,2025-03-24 17:56:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,both,,,,,,,,,,left_only,Orphan reference: Missing customer or product
O0017849,C01991,P0078,2026-01-27 22:36:00+00:00,8,882.22,0.0,CANCELLED,2026-01-29 08:36:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,Marco,Navarro,marco.navarro1991@example.com,Quezon City,Bronze,2023-11-07T00:00:00+00:00,2024-04-03 06:34:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,both,,,,,,,,,,left_only,Orphan reference: Missing customer or product
O0030746,C01564,P0078,2026-01-29 02:50:00+00:00,7,448.06,0.0,DELIVERED,2026-01-29 16:50:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,Lara,Bautista,lara.bautista1564@example.com,Quezon City,Silver,2023-09-02T00:00:00+00:00,2024-02-27 12:29:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,both,,,,,,,,,,left_only,Orphan reference: Missing customer or product
O0013576,C01391,P0078,2026-02-04 00:39:00+00:00,2,951.71,0.05,DELIVERED,2026-02-06 07:39:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,Sofia,Navarro,sofia.navarro1391@example.com,Mandaluyong,Gold,2023-06-27T00:00:00+00:00,2024-11-18 18:53:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,both,,,,,,,,,,left_only,Orphan reference: Missing customer or product
O0037906,C02434,P0078,2026-02-05 01:55:00+00:00,6,689.34,0.0,DELIVERED,2026-02-06 15:55:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,Nina,Navarro,nina.navarro2434@example.com,Pasay,Gold,2023-09-07T00:00:00+00:00,2025-11-13 01:56:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,both,,,,,,,,,,left_only,Orphan reference: Missing customer or product
O0026118,C02680,P0078,2026-02-07 19:42:00+00:00,6,734.12,0.0,DELIVERED,2026-02-08 14:42:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,Kevin,Lim,kevin.lim2680@example.com,Marikina,Platinum,2023-11-04T00:00:00+00:00,2024-08-09 21:07:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,both,,,,,,,,,,left_only,Orphan reference: Missing customer or product
O0005298,C02200,P0078,2026-02-15 04:24:00+00:00,4,842.99,0.15,SHIPPED,2026-02-16 15:24:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,Kevin,Santos,kevin.santos2200@example.com,Caloocan,Bronze,2023-05-29T00:00:00+00:00,2025-11-15 14:06:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,both,,,,,,,,,,left_only,Orphan reference: Missing customer or product
O0048345,C00830,P0078,2026-03-10 21:50:00+00:00,1,882.84,0.1,CANCELLED,2026-03-13 15:50:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,Marco,Torres,marco.torres830@example.com,Quezon City,Bronze,2023-08-19T00:00:00+00:00,2025-05-09 15:10:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,both,,,,,,,,,,left_only,Orphan reference: Missing customer or product
O0023166,C02997,P0078,2026-03-16 13:33:00+00:00,4,754.89,0.05,PENDING,2026-03-19 12:33:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,Zoe,Diaz,zoe.diaz2997@example.com,Pasig,Silver,2023-11-01T00:00:00+00:00,2025-12-03 00:24:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,both,,,,,,,,,,left_only,Orphan reference: Missing customer or product
O0002223,C99999,P0525,2026-03-30 23:12:00+00:00,2,36457.69,0.05,CANCELLED,2026-03-31 17:12:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,,,,,,,,,,left_only,Nova Monitor 525,Nova,36457.69,True,2025-09-15 00:00:00+00:00,Monitor,Devices,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,both,Orphan reference: Missing customer or product
O0019352,C00139,P0078,2026-05-15 10:20:00+00:00,3,250.79,0.0,SHIPPED,2026-05-15 17:20:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,Marco,Aquino,marco.aquino139@example.com,Marikina,Silver,2023-05-17T00:00:00+00:00,2025-04-04 19:25:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,both,,,,,,,,,,left_only,Orphan reference: Missing customer or product
O0008531,C00778,P0078,2026-05-29 12:45:00+00:00,7,399.81,0.1,DELIVERED,2026-05-31 17:45:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,Paolo,Navarro,paolo.navarro778@example.com,Marikina,Bronze,2023-12-07T00:00:00+00:00,2024-03-05 12:06:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,both,,,,,,,,,,left_only,Orphan reference: Missing customer or product
O0027449,C01858,P0078,2026-06-22 09:47:00+00:00,2,905.05,0.0,PENDING,2026-06-23 18:47:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,Paolo,Bautista,paolo.bautista1858@example.com,Quezon City,Bronze,2023-06-02T00:00:00+00:00,2025-02-24 06:08:00+00:00,run_20260921T020436Z_3fa54907,2026-09-21 02:20:50.866987+00:00,both,,,,,,,,,,left_only,Orphan reference: Missing customer or product
